hypothesis_id,canonical_title,required_data_field,requirement,availability,authority_or_derivation,coverage_scope,proxy_warning,level_1_effect
H03,Mixture-of-experts with out-of-fold gating,draw_id,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H03,Mixture-of-experts with out-of-fold gating,target_cutoff,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H03,Mixture-of-experts with out-of-fold gating,native_tickets,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H03,Mixture-of-experts with out-of-fold gating,native_ticket_count,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H03,Mixture-of-experts with out-of-fold gating,hit_depth,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H03,Mixture-of-experts with out-of-fold gating,special_hit,NOT_REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,NON_BLOCKING
H03,Mixture-of-experts with out-of-fold gating,exact_baseline,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H03,Mixture-of-experts with out-of-fold gating,historical_delta,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H03,Mixture-of-experts with out-of-fold gating,window_metrics,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H03,Mixture-of-experts with out-of-fold gating,candidate_k,NOT_REQUIRED,PARTIAL_COVERAGE,Candidate-K direct matrix plus current-catalog capability map,7 direct matrix paths; 44 current portfolio identities lack canonical number aggregation; 82 are historical-only,"Candidate-K is not native ticket count, configuration count or internal rank.",NON_BLOCKING
H03,Mixture-of-experts with out-of-fold gating,internal_rank,NOT_REQUIRED,AVAILABLE_PROXY_ONLY,A CURRENT_PORTFOLIO_VOTE_PROXY and C TRAILING_WINDOW_FREQUENCY_PROXY,Proxy layers only; no canonical internal rank for the 133,A/C proxies must not be relabeled as strategy-internal ranking.,NON_BLOCKING
H03,Mixture-of-experts with out-of-fold gating,number_level_score,NOT_REQUIRED,PARTIAL_COVERAGE,Seven direct Candidate-K paths or separately specified causal exposure reconstruction,Direct for 7; reconstruction needed elsewhere; 44 current portfolios have no canonical aggregation contract,Ticket position or exposure frequency is not automatically a number-level score.,NON_BLOCKING
H03,Mixture-of-experts with out-of-fold gating,probability_output,NOT_REQUIRED,UNAVAILABLE,No canonical calibrated probability-output authority was recovered,0/133 canonical calibrated probability vectors,"Scores, ranks and ticket inclusion frequencies are not calibrated probabilities.",NON_BLOCKING
H03,Mixture-of-experts with out-of-fold gating,portfolio_overlap,REQUIRED,AVAILABLE_DERIVABLE,Preserved native tickets plus exact portfolio-geometry authority,133/133 where tickets exist; derive strictly before target outcome,Geometry can remove a structural handicap but is not predictive evidence by itself.,REQUIRES_BOUNDED_DERIVATION
H03,Mixture-of-experts with out-of-fold gating,runtime_executable,OPTIONAL,UNAVAILABLE,The hypothesis-specific model/output does not exist,New model producer required,Historical source replay does not prove a forward runtime path.,NON_BLOCKING
H03,Mixture-of-experts with out-of-fold gating,forward_adapter,OPTIONAL,UNAVAILABLE,No hypothesis-specific forward adapter exists,New model output and adapter required,Do not infer adapter readiness from historical replay.,NON_BLOCKING
H03,Mixture-of-experts with out-of-fold gating,regime_descriptors,REQUIRED,PARTIAL_COVERAGE,Official causal regime analysis with four frozen axes,20 causal candidates across fixed axes/bands; not a per-133 complete join,Exploratory regime cells are multiplicity-exposed and not deployment proof.,REQUIRES_BOUNDED_DERIVATION
H03,Mixture-of-experts with out-of-fold gating,pair_structure,NOT_REQUIRED,AVAILABLE_AUTHORITATIVE,Combination Projection R1 and causal pair/triple histories,"392,084 historical combinations at the sealed boundary",A/C projection scores are proxies; residual interaction must be learned only out of fold.,NON_BLOCKING
H03,Mixture-of-experts with out-of-fold gating,triplet_structure,NOT_REQUIRED,AVAILABLE_AUTHORITATIVE,Combination Projection R1 and causal pair/triple histories,"392,084 historical combinations at the sealed boundary",A/C projection scores are proxies; residual interaction must be learned only out of fold.,NON_BLOCKING
H03,Mixture-of-experts with out-of-fold gating,temporal_transitions,NOT_REQUIRED,AVAILABLE_DERIVABLE,Strictly ordered draw history and FULL/750/300/50 windows,Causal expanding-window derivation available,Retrospective breakpoint or state placement would leak future information.,NON_BLOCKING
H03,Mixture-of-experts with out-of-fold gating,actual_main_numbers,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H03,Mixture-of-experts with out-of-fold gating,actual_special_number,NOT_REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,NON_BLOCKING
H03,Mixture-of-experts with out-of-fold gating,eligible_draws,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H05,Conditional consensus by regime/state,strategy_id,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H05,Conditional consensus by regime/state,family,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H05,Conditional consensus by regime/state,draw_id,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H05,Conditional consensus by regime/state,target_cutoff,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H05,Conditional consensus by regime/state,native_tickets,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H05,Conditional consensus by regime/state,native_ticket_count,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H05,Conditional consensus by regime/state,hit_depth,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H05,Conditional consensus by regime/state,special_hit,NOT_REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,NON_BLOCKING
H05,Conditional consensus by regime/state,exact_baseline,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H05,Conditional consensus by regime/state,historical_delta,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H05,Conditional consensus by regime/state,window_metrics,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H05,Conditional consensus by regime/state,candidate_k,NOT_REQUIRED,PARTIAL_COVERAGE,Candidate-K direct matrix plus current-catalog capability map,7 direct matrix paths; 44 current portfolio identities lack canonical number aggregation; 82 are historical-only,"Candidate-K is not native ticket count, configuration count or internal rank.",NON_BLOCKING
H05,Conditional consensus by regime/state,internal_rank,NOT_REQUIRED,AVAILABLE_PROXY_ONLY,A CURRENT_PORTFOLIO_VOTE_PROXY and C TRAILING_WINDOW_FREQUENCY_PROXY,Proxy layers only; no canonical internal rank for the 133,A/C proxies must not be relabeled as strategy-internal ranking.,NON_BLOCKING
H05,Conditional consensus by regime/state,number_level_score,NOT_REQUIRED,PARTIAL_COVERAGE,Seven direct Candidate-K paths or separately specified causal exposure reconstruction,Direct for 7; reconstruction needed elsewhere; 44 current portfolios have no canonical aggregation contract,Ticket position or exposure frequency is not automatically a number-level score.,NON_BLOCKING
H05,Conditional consensus by regime/state,probability_output,NOT_REQUIRED,UNAVAILABLE,No canonical calibrated probability-output authority was recovered,0/133 canonical calibrated probability vectors,"Scores, ranks and ticket inclusion frequencies are not calibrated probabilities.",NON_BLOCKING
H05,Conditional consensus by regime/state,portfolio_overlap,REQUIRED,AVAILABLE_DERIVABLE,Preserved native tickets plus exact portfolio-geometry authority,133/133 where tickets exist; derive strictly before target outcome,Geometry can remove a structural handicap but is not predictive evidence by itself.,REQUIRES_BOUNDED_DERIVATION
H05,Conditional consensus by regime/state,runtime_executable,OPTIONAL,PARTIAL_COVERAGE,Current executable overlap map,51/133 historical identities; exact per-family join remains unknown,Population-level 51/82 split cannot certify a specific adapter.,NON_BLOCKING
H05,Conditional consensus by regime/state,forward_adapter,OPTIONAL,PARTIAL_COVERAGE,Current 51-identity executable overlap,Small overlay/adapter required and exact producer join must be verified,Do not use unavailable Cohort V1 candidates as if executable.,NON_BLOCKING
H05,Conditional consensus by regime/state,regime_descriptors,REQUIRED,PARTIAL_COVERAGE,Official causal regime analysis with four frozen axes,20 causal candidates across fixed axes/bands; not a per-133 complete join,Exploratory regime cells are multiplicity-exposed and not deployment proof.,REQUIRES_BOUNDED_DERIVATION
H05,Conditional consensus by regime/state,pair_structure,NOT_REQUIRED,AVAILABLE_AUTHORITATIVE,Combination Projection R1 and causal pair/triple histories,"392,084 historical combinations at the sealed boundary",A/C projection scores are proxies; residual interaction must be learned only out of fold.,NON_BLOCKING
H05,Conditional consensus by regime/state,triplet_structure,NOT_REQUIRED,AVAILABLE_AUTHORITATIVE,Combination Projection R1 and causal pair/triple histories,"392,084 historical combinations at the sealed boundary",A/C projection scores are proxies; residual interaction must be learned only out of fold.,NON_BLOCKING
H05,Conditional consensus by regime/state,temporal_transitions,NOT_REQUIRED,AVAILABLE_DERIVABLE,Strictly ordered draw history and FULL/750/300/50 windows,Causal expanding-window derivation available,Retrospective breakpoint or state placement would leak future information.,NON_BLOCKING
H05,Conditional consensus by regime/state,actual_main_numbers,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H05,Conditional consensus by regime/state,actual_special_number,NOT_REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,NON_BLOCKING
H05,Conditional consensus by regime/state,eligible_draws,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H06,Conditional anti-consensus / minority signal,strategy_id,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H06,Conditional anti-consensus / minority signal,family,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H06,Conditional anti-consensus / minority signal,draw_id,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H06,Conditional anti-consensus / minority signal,target_cutoff,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H06,Conditional anti-consensus / minority signal,native_tickets,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H06,Conditional anti-consensus / minority signal,native_ticket_count,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H06,Conditional anti-consensus / minority signal,hit_depth,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H06,Conditional anti-consensus / minority signal,special_hit,NOT_REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,NON_BLOCKING
H06,Conditional anti-consensus / minority signal,exact_baseline,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H06,Conditional anti-consensus / minority signal,historical_delta,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H06,Conditional anti-consensus / minority signal,window_metrics,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H06,Conditional anti-consensus / minority signal,candidate_k,NOT_REQUIRED,PARTIAL_COVERAGE,Candidate-K direct matrix plus current-catalog capability map,7 direct matrix paths; 44 current portfolio identities lack canonical number aggregation; 82 are historical-only,"Candidate-K is not native ticket count, configuration count or internal rank.",NON_BLOCKING
H06,Conditional anti-consensus / minority signal,internal_rank,NOT_REQUIRED,AVAILABLE_PROXY_ONLY,A CURRENT_PORTFOLIO_VOTE_PROXY and C TRAILING_WINDOW_FREQUENCY_PROXY,Proxy layers only; no canonical internal rank for the 133,A/C proxies must not be relabeled as strategy-internal ranking.,NON_BLOCKING
H06,Conditional anti-consensus / minority signal,number_level_score,NOT_REQUIRED,PARTIAL_COVERAGE,Seven direct Candidate-K paths or separately specified causal exposure reconstruction,Direct for 7; reconstruction needed elsewhere; 44 current portfolios have no canonical aggregation contract,Ticket position or exposure frequency is not automatically a number-level score.,NON_BLOCKING
H06,Conditional anti-consensus / minority signal,probability_output,NOT_REQUIRED,UNAVAILABLE,No canonical calibrated probability-output authority was recovered,0/133 canonical calibrated probability vectors,"Scores, ranks and ticket inclusion frequencies are not calibrated probabilities.",NON_BLOCKING
H06,Conditional anti-consensus / minority signal,portfolio_overlap,REQUIRED,AVAILABLE_DERIVABLE,Preserved native tickets plus exact portfolio-geometry authority,133/133 where tickets exist; derive strictly before target outcome,Geometry can remove a structural handicap but is not predictive evidence by itself.,REQUIRES_BOUNDED_DERIVATION
H06,Conditional anti-consensus / minority signal,runtime_executable,OPTIONAL,PARTIAL_COVERAGE,Current executable overlap map,51/133 historical identities; exact per-family join remains unknown,Population-level 51/82 split cannot certify a specific adapter.,NON_BLOCKING
H06,Conditional anti-consensus / minority signal,forward_adapter,OPTIONAL,PARTIAL_COVERAGE,Current 51-identity executable overlap,Small overlay/adapter required and exact producer join must be verified,Do not use unavailable Cohort V1 candidates as if executable.,NON_BLOCKING
H06,Conditional anti-consensus / minority signal,regime_descriptors,REQUIRED,PARTIAL_COVERAGE,Official causal regime analysis with four frozen axes,20 causal candidates across fixed axes/bands; not a per-133 complete join,Exploratory regime cells are multiplicity-exposed and not deployment proof.,REQUIRES_BOUNDED_DERIVATION
H06,Conditional anti-consensus / minority signal,pair_structure,NOT_REQUIRED,AVAILABLE_AUTHORITATIVE,Combination Projection R1 and causal pair/triple histories,"392,084 historical combinations at the sealed boundary",A/C projection scores are proxies; residual interaction must be learned only out of fold.,NON_BLOCKING
H06,Conditional anti-consensus / minority signal,triplet_structure,NOT_REQUIRED,AVAILABLE_AUTHORITATIVE,Combination Projection R1 and causal pair/triple histories,"392,084 historical combinations at the sealed boundary",A/C projection scores are proxies; residual interaction must be learned only out of fold.,NON_BLOCKING
H06,Conditional anti-consensus / minority signal,temporal_transitions,NOT_REQUIRED,AVAILABLE_DERIVABLE,Strictly ordered draw history and FULL/750/300/50 windows,Causal expanding-window derivation available,Retrospective breakpoint or state placement would leak future information.,NON_BLOCKING
H06,Conditional anti-consensus / minority signal,actual_main_numbers,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H06,Conditional anti-consensus / minority signal,actual_special_number,NOT_REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,NON_BLOCKING
H06,Conditional anti-consensus / minority signal,eligible_draws,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H08,Per-number ranking-loss model,strategy_id,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H08,Per-number ranking-loss model,family,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H08,Per-number ranking-loss model,draw_id,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H08,Per-number ranking-loss model,target_cutoff,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H08,Per-number ranking-loss model,native_tickets,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H08,Per-number ranking-loss model,native_ticket_count,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H08,Per-number ranking-loss model,hit_depth,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H08,Per-number ranking-loss model,special_hit,NOT_REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,NON_BLOCKING
H08,Per-number ranking-loss model,exact_baseline,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H08,Per-number ranking-loss model,historical_delta,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H08,Per-number ranking-loss model,window_metrics,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H08,Per-number ranking-loss model,candidate_k,REQUIRED,PARTIAL_COVERAGE,Candidate-K direct matrix plus current-catalog capability map,7 direct matrix paths; 44 current portfolio identities lack canonical number aggregation; 82 are historical-only,"Candidate-K is not native ticket count, configuration count or internal rank.",REQUIRES_BOUNDED_DERIVATION
H08,Per-number ranking-loss model,internal_rank,OPTIONAL,AVAILABLE_PROXY_ONLY,A CURRENT_PORTFOLIO_VOTE_PROXY and C TRAILING_WINDOW_FREQUENCY_PROXY,Proxy layers only; no canonical internal rank for the 133,A/C proxies must not be relabeled as strategy-internal ranking.,NON_BLOCKING
H08,Per-number ranking-loss model,number_level_score,REQUIRED,PARTIAL_COVERAGE,Seven direct Candidate-K paths or separately specified causal exposure reconstruction,Direct for 7; reconstruction needed elsewhere; 44 current portfolios have no canonical aggregation contract,Ticket position or exposure frequency is not automatically a number-level score.,REQUIRES_BOUNDED_DERIVATION
H08,Per-number ranking-loss model,probability_output,NOT_REQUIRED,UNAVAILABLE,No canonical calibrated probability-output authority was recovered,0/133 canonical calibrated probability vectors,"Scores, ranks and ticket inclusion frequencies are not calibrated probabilities.",NON_BLOCKING
